526,0,36.21,30.00
1028,0,36.21,30.00
1530,0,36.25,30.00
2032,0,36.31,30.00
2534,0,36.29,30.00
3037,0,36.21,30.00
3538,0,36.23,30.00
4024,0,36.23,30.00
4527,0,36.29,30.00
5028,0,36.25,30.00
5531,0,36.21,30.00
6033,0,36.31,30.00
6536,0,36.23,30.00
7037,0,36.23,30.00
7540,0,36.31,30.00
8026,0,36.21,30.00
8527,0,36.29,30.00
9030,0,36.25,30.00
9532,0,36.21,30.00
10035,0,36.25,30.00
10536,0,36.23,30.00
11039,0,36.23,30.00
11525,0,36.29,30.00
12026,0,36.29,30.00
12529,0,36.21,30.00
13031,0,36.23,30.00
13534,0,36.31,30.00
14035,0,36.21,30.00
14538,0,36.29,30.00
15024,0,36.25,30.00
15525,0,36.29,30.00
16028,0,36.23,30.00
16531,0,36.25,30.00
17033,0,36.29,30.00
17536,0,36.25,30.00
18037,0,36.23,30.00
18540,0,36.29,30.00
19025,0,36.23,30.00
19527,0,36.23,30.00
20030,0,36.25,30.00
20532,0,36.23,30.00
21035,0,36.23,30.00
21536,0,36.23,30.00
22039,0,36.21,30.00
22524,0,36.25,30.00
23026,0,36.23,30.00
23529,0,36.23,30.00
24032,0,36.23,30.00
24534,0,36.23,30.00
25036,0,36.29,30.00
25538,0,36.23,30.00
26023,0,36.25,30.00
26526,0,36.21,30.00
27028,0,36.25,30.00
27531,0,36.23,30.00
28033,0,36.23,30.00
28535,0,36.21,30.00
29037,0,36.21,30.00
29540,0,36.25,30.00
30025,0,36.21,30.00
30527,0,36.23,30.00
31030,0,36.25,30.00
31533,0,36.23,30.00
32034,0,36.23,30.00
32537,0,36.23,30.00
33039,0,36.25,30.00
33524,0,36.21,30.00
34027,0,36.25,30.00
34529,0,36.21,30.00
35032,0,36.25,30.00
35533,0,36.23,30.00
36036,0,36.25,30.00
36538,0,36.23,30.00
37023,0,36.23,30.00
37526,0,36.23,30.00
38028,0,36.29,30.00
38531,0,36.25,30.00
39033,0,36.23,30.00
39535,0,36.25,30.00
40038,0,36.29,30.00
40540,0,36.23,30.00
41025,0,36.25,30.00
41527,0,36.23,30.00
42030,0,36.25,30.00
42532,0,36.23,30.00
43034,0,36.23,30.00
43537,0,36.23,30.00
44039,0,36.23,30.00
44524,0,36.23,30.00
45027,0,36.21,30.00
45529,0,36.25,30.00
46031,0,36.23,30.00
46533,0,36.23,30.00
47036,0,36.25,30.00
47538,0,36.21,30.00
48040,0,36.23,30.00
48526,0,36.23,30.00
49028,0,36.23,30.00
49530,0,36.23,30.00
50032,0,36.25,30.00
50535,0,36.21,30.00
51037,0,36.23,30.00
51539,0,36.21,30.00
52025,0,36.23,30.00
52528,0,36.13,30.00
53029,0,36.25,30.00
53532,0,36.23,30.00
54034,0,36.21,30.00
54537,0,36.23,30.00
55038,0,36.13,30.00
55524,0,36.21,30.00
56027,0,36.15,30.00
56528,0,36.25,30.00
57031,0,36.21,30.00
57533,0,36.17,30.00
58036,0,36.17,30.00
58537,0,36.23,30.00
59040,0,36.23,30.00
59526,0,36.21,30.00
60027,0,36.23,30.00
60530,0,36.23,30.00
61033,0,36.15,30.00
61535,0,36.23,30.00
62038,0,36.23,30.00
62539,0,36.29,30.00
63025,0,36.25,30.00
63527,0,36.23,30.00
64029,0,36.23,30.00
64532,0,36.17,30.00
65034,0,36.21,30.00
65537,0,36.17,30.00
66038,0,36.21,30.00
66524,0,36.21,30.00
67026,0,36.29,30.00
67528,0,36.25,30.00
68031,0,36.25,30.00
68534,0,36.23,30.00
69036,0,36.21,30.00
69538,0,36.21,30.00
70040,0,36.23,30.00
70525,0,36.23,30.00
71028,0,36.23,30.00
71530,0,36.23,30.00
72033,0,36.17,30.00
72535,0,36.23,30.00
73037,0,36.23,30.00
73539,0,36.23,30.00
74024,0,36.23,30.00
74527,0,36.21,30.00
75029,0,36.23,30.00
75532,0,36.13,30.00
76034,0,36.17,30.00
76536,0,36.23,30.00
77038,0,36.21,30.00
77523,0,36.23,30.00
78026,0,36.13,30.00
78528,0,36.21,30.00
79031,0,36.15,30.00
79533,0,36.23,30.00
80035,0,36.21,30.00
80537,0,36.25,30.00
81040,0,36.21,30.00
81525,0,36.23,30.00
82028,0,36.23,30.00
82530,0,36.21,30.00
83032,0,36.23,30.00
83534,0,36.25,30.00
84037,0,36.21,30.00
84539,0,36.25,30.00
85024,0,36.15,30.00
85527,0,36.23,30.00
86029,0,36.17,30.00
86532,0,36.21,30.00
87033,0,36.21,30.00
87536,0,36.25,30.00
88038,0,36.21,30.00
88541,0,36.17,30.00
89026,0,36.17,30.00
89528,0,36.21,30.00
90031,0,36.23,30.00
90532,0,36.21,30.00
